State,District,Market,Commodity,Variety,Grade,Arrival_Date,Min_Price,Max_Price,Modal_Price,Commodity_Code
Maharashtra,Nashik,Satana,Onion,Other,Local,03/03/2025,800,2300,2020,23
Maharashtra,Nashik,Satana,Onion,Red,Local,03/03/2025,350,2250,1955,23
Maharashtra,Nashik,Sinner,Onion,Red,Local,03/03/2025,500,2500,2150,23
Maharashtra,Nashik,Umrane,Onion,Red,Local,03/03/2025,1000,2400,2000,23
Maharashtra,Nashik,Yeola,Onion,Red,Local,03/03/2025,500,2251,1950,23
Maharashtra,Nashik,Chandvad,Onion,Red,Local,04/03/2025,1452,2425,2060,23
Maharashtra,Nashik,Devala,Onion,Other,Local,04/03/2025,700,2280,2100,23
Maharashtra,Nashik,Devala,Onion,Red,Local,04/03/2025,850,2390,2150,23
Maharashtra,Nashik,Dindori(Vani),Onion,Red,Local,04/03/2025,1800,2890,2301,23
Maharashtra,Nashik,Kalvan,Onion,Red,Local,04/03/2025,1200,2355,2150,23
Maharashtra,Nashik,Lasalgaon,Onion,Other,Local,04/03/2025,1000,2496,2250,23
Maharashtra,Nashik,Lasalgaon,Onion,Red,Local,04/03/2025,851,2400,2200,23
Maharashtra,Nashik,Lasalgaon(Niphad),Onion,Other,Local,04/03/2025,1800,2316,2200,23
Maharashtra,Nashik,Lasalgaon(Niphad),Onion,Red,Local,04/03/2025,1000,2411,2251,23
Maharashtra,Nashik,Lasalgaon(Vinchur),Onion,Other,Local,04/03/2025,1911,2430,2300,23
Maharashtra,Nashik,Lasalgaon(Vinchur),Onion,Red,Local,04/03/2025,1000,2451,2250,23
Maharashtra,Nashik,Manmad,Onion,Other,Local,04/03/2025,1125,2130,2000,23
Maharashtra,Nashik,Manmad,Onion,Red,Local,04/03/2025,500,2275,2000,23
Maharashtra,Nashik,Manmad,Onion,Red,Local,04/03/2025,400,2302,2000,23
Maharashtra,Nashik,Manmad,Onion,Other,Local,04/03/2025,1391,2130,2000,23
Maharashtra,Nashik,Nampur,Onion,Other,Local,04/03/2025,400,2600,1500,23
Maharashtra,Nashik,Nampur,Onion,Red,Local,04/03/2025,300,2600,2100,23
Maharashtra,Nashik,Nandgaon,Onion,Red,Local,04/03/2025,200,2351,1850,23
Maharashtra,Nashik,Nandgaon,Onion,Other,Local,04/03/2025,700,2311,1950,23
Maharashtra,Nashik,Nasik,Onion,Pole,Local,04/03/2025,1250,3000,2450,23
Maharashtra,Nashik,Pimpalgaon,Onion,Other,Local,04/03/2025,1725,2390,2150,23
Maharashtra,Nashik,Pimpalgaon,Onion,Pole,Local,04/03/2025,500,2682,2100,23
Maharashtra,Nashik,Pimpalgaon Baswant(Saykheda),Onion,Red,Local,04/03/2025,1500,2356,2075,23
Maharashtra,Nashik,Pimpalgaon Baswant(Saykheda),Onion,Other,Local,04/03/2025,1501,2300,2200,23
Maharashtra,Nashik,Pimpalgaon Baswant(Saykheda),Onion,Red,Local,04/03/2025,1420,2356,1900,23
Maharashtra,Nashik,Satana,Onion,Other,Local,04/03/2025,300,2640,2260,23
Maharashtra,Nashik,Satana,Onion,Red,Local,04/03/2025,400,2390,2125,23
Maharashtra,Nashik,Sinner,Onion,Red,Local,04/03/2025,500,2466,2100,23
Maharashtra,Nashik,Umrane,Onion,Red,Local,04/03/2025,1000,2370,1800,23
Maharashtra,Nashik,Chandvad,Onion,Red,Local,05/03/2025,1311,2301,2160,23
Maharashtra,Nashik,Devala,Onion,Other,Local,05/03/2025,600,2210,2050,23
Maharashtra,Nashik,Devala,Onion,Other,Local,05/03/2025,600,2275,2050,23
Maharashtra,Nashik,Devala,Onion,Red,Local,05/03/2025,700,2385,2150,23
Maharashtra,Nashik,Dindori(Vani),Onion,Red,Local,05/03/2025,1701,2720,2301,23
Maharashtra,Nashik,Lasalgaon,Onion,Other,Local,05/03/2025,1000,2541,2351,23
Maharashtra,Nashik,Lasalgaon,Onion,Red,Local,05/03/2025,800,2555,2270,23
Maharashtra,Nashik,Lasalgaon(Niphad),Onion,Red,Local,05/03/2025,1000,2575,2350,23
Maharashtra,Nashik,Lasalgaon(Niphad),Onion,Other,Local,05/03/2025,1200,2450,2300,23
Maharashtra,Nashik,Lasalgaon(Vinchur),Onion,Other,Local,05/03/2025,1800,2401,2300,23
Maharashtra,Nashik,Lasalgaon(Vinchur),Onion,Red,Local,05/03/2025,1101,2454,2250,23
Maharashtra,Nashik,Manmad,Onion,Other,Local,05/03/2025,900,2251,2050,23
Maharashtra,Nashik,Manmad,Onion,Red,Local,05/03/2025,500,2290,2000,23
Maharashtra,Nashik,Manmad,Onion,Red,Local,05/03/2025,400,2290,2000,23
Maharashtra,Nashik,Manmad,Onion,Other,Local,05/03/2025,1600,2055,2000,23
Maharashtra,Nashik,Nampur,Onion,Red,Local,05/03/2025,300,2450,2000,23
Maharashtra,Nashik,Nampur,Onion,Other,Local,05/03/2025,1125,2201,1663,23
Maharashtra,Nashik,Nandgaon,Onion,Red,Local,05/03/2025,300,2186,1950,23
Maharashtra,Nashik,Nandgaon,Onion,Other,Local,05/03/2025,550,2511,1850,23
Maharashtra,Nashik,Nasik,Onion,Pole,Local,05/03/2025,1200,2851,2350,23
Maharashtra,Nashik,Pimpalgaon,Onion,Pole,Local,05/03/2025,700,2488,2000,23
Maharashtra,Nashik,Pimpalgaon,Onion,Other,Local,05/03/2025,1700,2500,2201,23
Maharashtra,Nashik,Pimpalgaon,Onion,Pole,Local,05/03/2025,700,2501,2000,23
Maharashtra,Nashik,Pimpalgaon Baswant(Saykheda),Onion,Red,Local,05/03/2025,1200,2071,1900,23
Maharashtra,Nashik,Pimpalgaon Baswant(Saykheda),Onion,Red,Local,05/03/2025,1000,2150,1900,23
Maharashtra,Nashik,Pimpalgaon Baswant(Saykheda),Onion,Other,Local,05/03/2025,1152,2150,1970,23
Maharashtra,Nashik,Satana,Onion,Other,Local,05/03/2025,850,2435,2210,23
Maharashtra,Nashik,Satana,Onion,Red,Local,05/03/2025,900,2370,2185,23
Maharashtra,Nashik,Shree Rameshwar Krushi Market ,Onion,Red,FAQ,05/03/2025,500,2400,1914.98,23
Maharashtra,Nashik,Shree Rameshwar Krushi Market ,Onion,Other,FAQ,05/03/2025,500,2301,1952.53,23
Maharashtra,Nashik,Sinner,Onion,Red,Local,05/03/2025,500,2227,1950,23
Maharashtra,Nashik,Umrane,Onion,Red,Local,05/03/2025,1000,2370,1800,23
Maharashtra,Nashik,Yeola,Onion,Red,Local,05/03/2025,400,2337,2050,23
Maharashtra,Nashik,Chandvad,Onion,Red,Local,06/03/2025,1130,2260,2090,23
Maharashtra,Nashik,Devala,Onion,Other,Local,06/03/2025,700,2385,2200,23
Maharashtra,Nashik,Devala,Onion,Red,Local,06/03/2025,800,2400,2250,23
Maharashtra,Nashik,Lasalgaon,Onion,Other,Local,06/03/2025,901,2488,2300,23
Maharashtra,Nashik,Lasalgaon,Onion,Red,Local,06/03/2025,700,2528,2280,23
Maharashtra,Nashik,Lasalgaon(Niphad),Onion,Other,Local,06/03/2025,1800,2400,2250,23
Maharashtra,Nashik,Lasalgaon(Niphad),Onion,Red,Local,06/03/2025,1000,2460,2350,23
Maharashtra,Nashik,Lasalgaon(Vinchur),Onion,Red,Local,06/03/2025,1000,2425,2300,23
Maharashtra,Nashik,Lasalgaon(Vinchur),Onion,Other,Local,06/03/2025,2000,2500,2325,23
Maharashtra,Nashik,Manmad,Onion,Red,Local,06/03/2025,400,2300,2000,23
Maharashtra,Nashik,Manmad,Onion,Other,Local,06/03/2025,900,2251,2050,23
Maharashtra,Nashik,Nampur,Onion,Red,Local,06/03/2025,300,2205,1800,23
Maharashtra,Nashik,Nampur,Onion,Other,Local,06/03/2025,745,2250,2000,23
Maharashtra,Nashik,Nandgaon,Onion,Red,Local,06/03/2025,400,2252,1950,23
Maharashtra,Nashik,Nandgaon,Onion,Other,Local,06/03/2025,200,2326,1750,23
Maharashtra,Nashik,Nasik,Onion,Pole,Local,06/03/2025,1400,3001,2500,23
Maharashtra,Nashik,Pimpalgaon,Onion,Other,Local,06/03/2025,1500,2576,2200,23
Maharashtra,Nashik,Pimpalgaon,Onion,Pole,Local,06/03/2025,600,2653,2150,23
Maharashtra,Nashik,Pimpalgaon Baswant(Saykheda),Onion,Other,Local,06/03/2025,1000,2261,2200,23
Maharashtra,Nashik,Pimpalgaon Baswant(Saykheda),Onion,Red,Local,06/03/2025,1001,2311,2000,23
Maharashtra,Nashik,Sinner,Onion,Red,Local,06/03/2025,500,2221,2050,23
Maharashtra,Nashik,Umrane,Onion,Red,Local,06/03/2025,1000,2245,1800,23
Maharashtra,Nashik,Yeola,Onion,Red,Local,06/03/2025,550,2301,2051,23
Maharashtra,Nashik,Chandvad,Onion,Red,Local,07/03/2025,1301,2202,1950,23
Maharashtra,Nashik,Devala,Onion,Other,Local,07/03/2025,600,2120,1850,23
Maharashtra,Nashik,Devala,Onion,Red,Local,07/03/2025,700,2155,1900,23
Maharashtra,Nashik,Dindori(Vani),Onion,Other,Local,07/03/2025,1680,2601,2350,23
Maharashtra,Nashik,Kalvan,Onion,Other,Local,07/03/2025,1700,2625,2200,23
Maharashtra,Nashik,Lasalgaon,Onion,Red,Local,07/03/2025,800,2401,2250,23
Maharashtra,Nashik,Lasalgaon,Onion,Other,Local,07/03/2025,1000,2480,2300,23
Maharashtra,Nashik,Lasalgaon(Niphad),Onion,Other,Local,07/03/2025,1991,2300,2225,23
Maharashtra,Nashik,Lasalgaon(Niphad),Onion,Red,Local,07/03/2025,1100,2390,2275,23
Maharashtra,Nashik,Lasalgaon(Vinchur),Onion,Red,Local,07/03/2025,1000,2526,2300,23
Maharashtra,Nashik,Lasalgaon(Vinchur),Onion,Other,Local,07/03/2025,1700,2400,2250,23
Maharashtra,Nashik,Manmad,Onion,Red,Local,07/03/2025,400,2350,2100,23
Maharashtra,Nashik,Manmad,Onion,Other,Local,07/03/2025,1421,2160,2000,23
Maharashtra,Nashik,Manmad,Onion,Other,Local,07/03/2025,1421,2250,2100,23
Maharashtra,Nashik,Manmad,Onion,Red,Local,07/03/2025,500,2350,2100,23
Maharashtra,Nashik,Nampur,Onion,Other,Local,07/03/2025,745,2080,1800,23
Maharashtra,Nashik,Nampur,Onion,Red,Local,07/03/2025,300,1965,1700,23
Maharashtra,Nashik,Nasik,Onion,Pole,Local,07/03/2025,1200,2800,2350,23
Maharashtra,Nashik,Pimpalgaon,Onion,Pole,Local,07/03/2025,500,2491,2050,23
Maharashtra,Nashik,Pimpalgaon,Onion,Other,Local,07/03/2025,1700,2601,2260,23
Maharashtra,Nashik,Pimpalgaon Baswant(Saykheda),Onion,Red,Local,07/03/2025,1000,2300,2100,23
Maharashtra,Nashik,Pimpalgaon Baswant(Saykheda),Onion,Other,Local,07/03/2025,751,2200,1975,23
Maharashtra,Nashik,Shree Rameshwar Krushi Market ,Onion,Other,FAQ,07/03/2025,500,2403,1747.67,23
Maharashtra,Nashik,Shree Rameshwar Krushi Market ,Onion,Red,FAQ,07/03/2025,400,2503,1722.55,23
Maharashtra,Nashik,Sinner,Onion,Red,Local,07/03/2025,500,2100,1900,23
Maharashtra,Nashik,Yeola,Onion,Red,Local,07/03/2025,400,2200,1850,23
Maharashtra,Nashik,Chandvad,Onion,Red,Local,08/03/2025,1301,2033,1700,23
Maharashtra,Nashik,Dindori(Vani),Onion,Other,Local,08/03/2025,1401,2175,1675,23
Maharashtra,Nashik,Lasalgaon,Onion,Other,Local,08/03/2025,800,2151,1900,23
Maharashtra,Nashik,Lasalgaon,Onion,Red,Local,08/03/2025,700,2525,1950,23
Maharashtra,Nashik,Lasalgaon(Niphad),Onion,Red,Local,08/03/2025,1100,2235,2050,23
Maharashtra,Nashik,Lasalgaon(Niphad),Onion,Other,Local,08/03/2025,1721,2181,2000,23
Maharashtra,Nashik,Lasalgaon(Vinchur),Onion,Red,Local,08/03/2025,1006,2391,2200,23
Maharashtra,Nashik,Lasalgaon(Vinchur),Onion,Other,Local,08/03/2025,1700,2205,2100,23
Maharashtra,Nashik,Manmad,Onion,Red,Local,08/03/2025,500,2175,1800,23
Maharashtra,Nashik,Manmad,Onion,Other,Local,08/03/2025,540,2001,1600,23
Maharashtra,Nashik,Manmad,Onion,Red,Local,08/03/2025,300,2175,1800,23
Maharashtra,Nashik,Nasik,Onion,Pole,Local,08/03/2025,1250,2611,2200,23
Maharashtra,Nashik,Pimpalgaon,Onion,Other,Local,08/03/2025,1300,2300,1800,23
Maharashtra,Nashik,Pimpalgaon,Onion,Other,Local,08/03/2025,1300,2200,1800,23
Maharashtra,Nashik,Pimpalgaon,Onion,Pole,Local,08/03/2025,500,2440,1900,23
Maharashtra,Nashik,Pimpalgaon Baswant(Saykheda),Onion,Other,Local,08/03/2025,700,2000,1725,23
Maharashtra,Nashik,Pimpalgaon Baswant(Saykheda),Onion,Red,Local,08/03/2025,800,2300,1850,23
Maharashtra,Nashik,Pimpalgaon Baswant(Saykheda),Onion,Red,Local,08/03/2025,800,2000,1750,23
Maharashtra,Nashik,Yeola,Onion,Red,Local,08/03/2025,400,2151,1750,23
Maharashtra,Nashik,Chandvad,Onion,Red,Local,10/03/2025,700,1750,1550,23
Maharashtra,Nashik,Devala,Onion,Red,Local,10/03/2025,500,1645,1500,23
Maharashtra,Nashik,Devala,Onion,Other,Local,10/03/2025,400,1620,1475,23
Maharashtra,Nashik,Dindori(Vani),Onion,Red,Local,10/03/2025,1400,2000,1650,23
Maharashtra,Nashik,Kalvan,Onion,Other,Local,10/03/2025,1200,1905,1501,23
Maharashtra,Nashik,Lasalgaon,Onion,Red,Local,10/03/2025,800,2005,1700,23
Maharashtra,Nashik,Lasalgaon,Onion,Other,Local,10/03/2025,1000,2201,1800,23
Maharashtra,Nashik,Lasalgaon(Niphad),Onion,Other,Local,10/03/2025,1100,2200,1700,23
Maharashtra,Nashik,Lasalgaon(Niphad),Onion,Red,Local,10/03/2025,700,1870,1600,23
Maharashtra,Nashik,Lasalgaon(Vinchur),Onion,Red,Local,10/03/2025,800,1800,1600,23
Maharashtra,Nashik,Lasalgaon(Vinchur),Onion,Other,Local,10/03/2025,1252,1852,1700,23
Maharashtra,Nashik,Manmad,Onion,Red,Local,10/03/2025,300,1851,1600,23
Maharashtra,Nashik,Manmad,Onion,Red,Local,10/03/2025,400,1851,1500,23
Maharashtra,Nashik,Manmad,Onion,Other,Local,10/03/2025,1000,1603,1300,23
Maharashtra,Nashik,Nandgaon,Onion,Other,Local,10/03/2025,100,1700,1350,23
Maharashtra,Nashik,Nandgaon,Onion,Red,Local,10/03/2025,100,1600,1350,23
Maharashtra,Nashik,Nasik,Onion,Pole,Local,10/03/2025,1100,2211,1800,23
Maharashtra,Nashik,Pimpalgaon,Onion,Other,Local,10/03/2025,400,2100,1650,23
Maharashtra,Nashik,Pimpalgaon,Onion,Pole,Local,10/03/2025,500,2051,1700,23
Maharashtra,Nashik,Pimpalgaon,Onion,Other,Local,10/03/2025,650,2100,1650,23
Maharashtra,Nashik,Pimpalgaon Baswant(Saykheda),Onion,Red,Local,10/03/2025,800,1631,1500,23
Maharashtra,Nashik,Pimpalgaon Baswant(Saykheda),Onion,Red,Local,10/03/2025,800,1609,1350,23
Maharashtra,Nashik,Pimpalgaon Baswant(Saykheda),Onion,Other,Local,10/03/2025,901,1631,1500,23
Maharashtra,Nashik,Satana,Onion,Red,Local,10/03/2025,375,1585,1310,23
Maharashtra,Nashik,Satana,Onion,Other,Local,10/03/2025,300,1800,1475,23
Maharashtra,Nashik,Sinner,Onion,Red,Local,10/03/2025,500,1606,1350,23
Maharashtra,Nashik,Yeola,Onion,Red,Local,10/03/2025,400,1641,1375,23
Maharashtra,Nashik,Yeola,Onion,Other,Local,10/03/2025,500,1575,1350,23
Maharashtra,Nashik,Chandvad,Onion,Red,Local,11/03/2025,800,1692,1400,23
Maharashtra,Nashik,Devala,Onion,Red,Local,11/03/2025,500,1665,1500,23
Maharashtra,Nashik,Devala,Onion,Other,Local,11/03/2025,400,1575,1400,23
Maharashtra,Nashik,Dindori(Vani),Onion,Other,Local,11/03/2025,1300,1551,1401,23
Maharashtra,Nashik,Kalvan,Onion,Other,Local,11/03/2025,1100,1821,1300,23
Maharashtra,Nashik,Lasalgaon,Onion,Red,Local,11/03/2025,700,1871,1625,23
Maharashtra,Nashik,Lasalgaon,Onion,Other,Local,11/03/2025,800,1951,1650,23
Maharashtra,Nashik,Lasalgaon(Niphad),Onion,Other,Local,11/03/2025,1100,1925,1700,23
Maharashtra,Nashik,Lasalgaon(Niphad),Onion,Red,Local,11/03/2025,807,1725,1575,23
Maharashtra,Nashik,Lasalgaon(Vinchur),Onion,Red,Local,11/03/2025,975,1741,1580,23
Maharashtra,Nashik,Lasalgaon(Vinchur),Onion,Other,Local,11/03/2025,1100,2081,1630,23
Maharashtra,Nashik,Manmad,Onion,Red,Local,11/03/2025,300,1518,1200,23
Maharashtra,Nashik,Manmad,Onion,Other,Local,11/03/2025,500,1397,1200,23
Maharashtra,Nashik,Manmad,Onion,Red,Local,11/03/2025,400,1518,1200,23
Maharashtra,Nashik,Nampur,Onion,Other,Local,11/03/2025,500,1495,1200,23
Maharashtra,Nashik,Nampur,Onion,Red,Local,11/03/2025,300,1505,1200,23
Maharashtra,Nashik,Nandgaon,Onion,Other,Local,11/03/2025,200,1435,1150,23
Maharashtra,Nashik,Nandgaon,Onion,Red,Local,11/03/2025,200,1501,1250,23
Maharashtra,Nashik,Nasik,Onion,Pole,Local,11/03/2025,850,1911,1650,23
Maharashtra,Nashik,Pimpalgaon,Onion,Other,Local,11/03/2025,800,1861,1350,23
Maharashtra,Nashik,Pimpalgaon,Onion,Pole,Local,11/03/2025,700,1640,1300,23
Maharashtra,Nashik,Pimpalgaon,Onion,Other,Local,11/03/2025,1200,1826,1300,23
Maharashtra,Nashik,Pimpalgaon,Onion,Pole,Local,11/03/2025,700,1625,1250,23
Maharashtra,Nashik,Pimpalgaon Baswant(Saykheda),Onion,Other,Local,11/03/2025,1000,1723,1450,23
Maharashtra,Nashik,Pimpalgaon Baswant(Saykheda),Onion,Red,Local,11/03/2025,1000,1553,1325,23
Maharashtra,Nashik,Pimpalgaon Baswant(Saykheda),Onion,Other,Local,11/03/2025,991,1723,1450,23
Maharashtra,Nashik,Satana,Onion,Red,Local,11/03/2025,335,1475,1190,23
Maharashtra,Nashik,Satana,Onion,Other,Local,11/03/2025,355,1655,1355,23
Maharashtra,Nashik,Chandvad,Onion,Red,Local,12/03/2025,500,1571,1350,23
Maharashtra,Nashik,Dindori(Vani),Onion,Other,Local,12/03/2025,1151,1701,1401,23
Maharashtra,Nashik,Lasalgaon,Onion,Red,Local,12/03/2025,700,1700,1450,23
Maharashtra,Nashik,Lasalgaon,Onion,Other,Local,12/03/2025,800,1708,1470,23
Maharashtra,Nashik,Lasalgaon(Niphad),Onion,Other,Local,12/03/2025,1000,1730,1550,23
Maharashtra,Nashik,Lasalgaon(Niphad),Onion,Red,Local,12/03/2025,800,1680,1475,23
Maharashtra,Nashik,Lasalgaon(Vinchur),Onion,Other,Local,12/03/2025,1300,2025,1530,23
Maharashtra,Nashik,Lasalgaon(Vinchur),Onion,Red,Local,12/03/2025,900,1760,1480,23
Maharashtra,Nashik,Manmad,Onion,Red,Local,12/03/2025,400,1721,1400,23
Maharashtra,Nashik,Manmad,Onion,Red,Local,12/03/2025,200,1721,1400,23
Maharashtra,Nashik,Manmad,Onion,Other,Local,12/03/2025,660,1642,1400,23
Maharashtra,Nashik,Manmad,Onion,Other,Local,12/03/2025,600,1456,1300,23
Maharashtra,Nashik,Nampur,Onion,Red,Local,12/03/2025,300,1415,1200,23
Maharashtra,Nashik,Nampur,Onion,Other,Local,12/03/2025,300,1275,1000,23
Maharashtra,Nashik,Nandgaon,Onion,Red,Local,12/03/2025,200,1455,1250,23
Maharashtra,Nashik,Nandgaon,Onion,Other,Local,12/03/2025,200,1476,1250,23
Maharashtra,Nashik,Nasik,Onion,Pole,Local,12/03/2025,750,1900,1600,23
Maharashtra,Nashik,Pimpalgaon,Onion,Other,Local,12/03/2025,600,1900,1400,23
Maharashtra,Nashik,Pimpalgaon,Onion,Pole,Local,12/03/2025,650,1649,1350,23
Maharashtra,Nashik,Pimpalgaon Baswant(Saykheda),Onion,Red,Local,12/03/2025,500,1581,1300,23
Maharashtra,Nashik,Pimpalgaon Baswant(Saykheda),Onion,Other,Local,12/03/2025,1000,1530,1400,23
Maharashtra,Nashik,Pimpalgaon Baswant(Saykheda),Onion,Other,Local,12/03/2025,715,1723,1400,23
Maharashtra,Nashik,Sinner,Onion,Red,Local,12/03/2025,500,1530,1350,23
Maharashtra,Nashik,Yeola,Onion,Other,Local,12/03/2025,376,1499,1300,23
Maharashtra,Nashik,Yeola,Onion,Red,Local,12/03/2025,276,1500,1250,23
Maharashtra,Nashik,Yeola,Onion,Other,Local,12/03/2025,700,1499,1300,23
Maharashtra,Nashik,Chandvad,Onion,Red,Local,13/03/2025,700,1587,1480,23
Maharashtra,Nashik,Lasalgaon(Niphad),Onion,Red,Local,13/03/2025,900,1611,1475,23
Maharashtra,Nashik,Lasalgaon(Niphad),Onion,Other,Local,13/03/2025,1100,1825,1600,23
Maharashtra,Nashik,Manmad,Onion,Other,Local,13/03/2025,862,1501,1300,23
Maharashtra,Nashik,Manmad,Onion,Red,Local,13/03/2025,400,1571,1400,23
Maharashtra,Nashik,Pimpalgaon,Onion,Other,Local,13/03/2025,650,1951,1500,23
Maharashtra,Nashik,Pimpalgaon,Onion,Pole,Local,13/03/2025,600,1752,1451,23
Maharashtra,Nashik,Pimpalgaon Baswant(Saykheda),Onion,Red,Local,13/03/2025,750,2035,1410,23
Maharashtra,Nashik,Pimpalgaon Baswant(Saykheda),Onion,Other,Local,13/03/2025,891,1615,1450,23
Maharashtra,Nashik,Nasik,Onion,Pole,Local,14/03/2025,650,1650,1400,23
Maharashtra,Nashik,Pimpalgaon,Onion,Other,Local,14/03/2025,600,1851,1500,23
Maharashtra,Nashik,Pimpalgaon,Onion,Pole,Local,14/03/2025,600,1699,1450,23
Maharashtra,Nashik,Pimpalgaon Baswant(Saykheda),Onion,Red,Local,14/03/2025,1365,1696,1485,23
Maharashtra,Nashik,Pimpalgaon Baswant(Saykheda),Onion,Other,Local,14/03/2025,901,1717,1550,23
Maharashtra,Nashik,Chandvad,Onion,Red,Local,15/03/2025,1061,1654,1540,23
Maharashtra,Nashik,Dindori(Vani),Onion,Other,Local,15/03/2025,1351,1736,1501,23
Maharashtra,Nashik,Lasalgaon(Niphad),Onion,Other,Local,15/03/2025,1271,1800,1652,23
Maharashtra,Nashik,Lasalgaon(Niphad),Onion,Red,Local,15/03/2025,701,1700,1551,23
Maharashtra,Nashik,Nasik,Onion,Pole,Local,15/03/2025,750,1851,1500,23
Maharashtra,Nashik,Pimpalgaon,Onion,Pole,Local,15/03/2025,400,1655,1400,23
Maharashtra,Nashik,Pimpalgaon,Onion,Other,Local,15/03/2025,500,1825,1500,23
Maharashtra,Nashik,Pimpalgaon,Onion,Other,Local,15/03/2025,650,1825,1500,23
Maharashtra,Nashik,Pimpalgaon,Onion,Pole,Local,15/03/2025,800,1560,1400,23
Maharashtra,Nashik,Pimpalgaon Baswant(Saykheda),Onion,Other,Local,15/03/2025,1000,1700,1575,23
Maharashtra,Nashik,Pimpalgaon Baswant(Saykheda),Onion,Red,Local,15/03/2025,800,1565,1350,23
Maharashtra,Nashik,Yeola,Onion,Other,Local,15/03/2025,500,1591,1450,23
Maharashtra,Nashik,Yeola,Onion,Red,Local,15/03/2025,500,1512,1400,23
Maharashtra,Nashik,Chandvad,Onion,Red,Local,17/03/2025,562,1624,1380,23
Maharashtra,Nashik,Devala,Onion,Red,Local,17/03/2025,600,1530,1400,23
Maharashtra,Nashik,Devala,Onion,Other,Local,17/03/2025,500,1635,1450,23
Maharashtra,Nashik,Devala,Onion,Other,Local,17/03/2025,500,1640,1450,23
Maharashtra,Nashik,Dindori(Vani),Onion,Other,Local,17/03/2025,1351,1740,1551,23
Maharashtra,Nashik,Kalvan,Onion,Other,Local,17/03/2025,500,1900,1311,23
Maharashtra,Nashik,Lasalgaon,Onion,Red,Local,17/03/2025,600,1653,1370,23
Maharashtra,Nashik,Lasalgaon,Onion,Other,Local,17/03/2025,700,1751,1450,23
Maharashtra,Nashik,Lasalgaon(Niphad),Onion,Red,Local,17/03/2025,800,1840,1575,23
Maharashtra,Nashik,Lasalgaon(Niphad),Onion,Other,Local,17/03/2025,1209,1930,1650,23
Maharashtra,Nashik,Lasalgaon(Vinchur),Onion,Other,Local,17/03/2025,1100,1670,1460,23
Maharashtra,Nashik,Lasalgaon(Vinchur),Onion,Red,Local,17/03/2025,800,1500,1370,23
Maharashtra,Nashik,Manmad,Onion,Red,Local,17/03/2025,400,1540,1350,23
Maharashtra,Nashik,Manmad,Onion,Other,Local,17/03/2025,600,1461,1300,23
Maharashtra,Nashik,Manmad,Onion,Other,Local,17/03/2025,813,1490,1350,23
Maharashtra,Nashik,Manmad,Onion,Red,Local,17/03/2025,300,1540,1300,23
Maharashtra,Nashik,Nampur,Onion,Other,Local,17/03/2025,300,1580,1200,23
Maharashtra,Nashik,Nampur,Onion,Red,Local,17/03/2025,300,1365,1100,23
Maharashtra,Nashik,Nandgaon,Onion,Red,Local,17/03/2025,227,1415,1250,23
Maharashtra,Nashik,Nandgaon,Onion,Other,Local,17/03/2025,360,1500,1350,23
Maharashtra,Nashik,Nasik,Onion,Pole,Local,17/03/2025,900,2051,1550,23
Maharashtra,Nashik,Pimpalgaon,Onion,Pole,Local,17/03/2025,400,1699,1500,23
Maharashtra,Nashik,Pimpalgaon,Onion,Other,Local,17/03/2025,400,1822,1525,23
Maharashtra,Nashik,Pimpalgaon Baswant(Saykheda),Onion,Other,Local,17/03/2025,1000,1701,1550,23
Maharashtra,Nashik,Pimpalgaon Baswant(Saykheda),Onion,Other,Local,17/03/2025,750,1701,1530,23
Maharashtra,Nashik,Pimpalgaon Baswant(Saykheda),Onion,Red,Local,17/03/2025,1230,1500,1390,23
Maharashtra,Nashik,Shivsiddha Govind Producer Company Limited Sanchal,Onion,Other,FAQ,17/03/2025,1300,2150,1525,23
Maharashtra,Nashik,Sinner,Onion,Red,Local,17/03/2025,500,1651,1550,23
Maharashtra,Nashik,Yeola,Onion,Other,Local,17/03/2025,500,1490,1375,23
Maharashtra,Nashik,Yeola,Onion,Red,Local,17/03/2025,400,1527,1350,23
Maharashtra,Nashik,Chandvad,Onion,Red,Local,18/03/2025,652,1570,1440,23
Maharashtra,Nashik,Chandvad,Onion,Red,Local,18/03/2025,652,1570,1470,23
Maharashtra,Nashik,Devala,Onion,Other,Local,18/03/2025,650,1610,1450,23
Maharashtra,Nashik,Devala,Onion,Red,Local,18/03/2025,600,1475,1350,23
Maharashtra,Nashik,Kalvan,Onion,Other,Local,18/03/2025,600,2000,1501,23
Maharashtra,Nashik,Lasalgaon,Onion,Other,Local,18/03/2025,900,1754,1570,23
Maharashtra,Nashik,Lasalgaon,Onion,Red,Local,18/03/2025,700,1726,1525,23
Maharashtra,Nashik,Lasalgaon(Niphad),Onion,Red,Local,18/03/2025,711,1700,1550,23
Maharashtra,Nashik,Lasalgaon(Niphad),Onion,Other,Local,18/03/2025,802,1835,1600,23
Maharashtra,Nashik,Lasalgaon(Vinchur),Onion,Other,Local,18/03/2025,1212,1770,1500,23
Maharashtra,Nashik,Lasalgaon(Vinchur),Onion,Red,Local,18/03/2025,1190,1516,1350,23
Maharashtra,Nashik,Manmad,Onion,Red,Local,18/03/2025,400,1571,1350,23
Maharashtra,Nashik,Manmad,Onion,Other,Local,18/03/2025,600,1632,1400,23
Maharashtra,Nashik,Manmad,Onion,Other,Local,18/03/2025,646,1632,1450,23
